PS Code,Regional c,PS Name,ConstCode,DistCode,RegCode,EACode,Latitude,Longitude,Plus code,GhPostGPS
H021302,H,CMB SHED. BOAKYEASUA,H0201,GH0101,GH01,H02130,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021303,H,D/A PRM SCH. AWORAKESE,H0201,GH0101,GH01,H02130,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021304,H,CMB SHED. TWEAPEASE,H0201,GH0101,GH01,H02130,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021401,H,D/A PRM SCH. NYIMAYE,H0201,GH0101,GH01,H02140,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021402,H,D/A PRM SCH. MFANTE,H0201,GH0101,GH01,H02140,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021403,H,CMB SHED. ASUMURA,H0201,GH0101,GH01,H02140,6.701558,-2.7611156,6CRVP62Q+JHC7,#
H021404,H,D/A JHS. ASUMURA,H0201,GH0101,GH01,H02140,6.701558,-2.7611156,6CRVP62Q+JHC7,#
H021405,H,D/A PRM SCH. ADIEYEPENA,H0201,GH0101,GH01,H02140,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021501,H,D/A PRM SCH. AWEWOHO MANHYIA   1,H0201,GH0101,GH01,H02150,6.8045334,-2.5125675,6CRVRF3P+RX79,#
H021502,H,D/A PRM SCH. AWEWOHO MANHYIA   2,H0201,GH0101,GH01,H02150,6.8045334,-2.5125675,6CRVRF3P+RX79,#
H021503,H,CMB SHED. ANTWI ADJEI,H0201,GH0101,GH01,H02150,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021504,H,CMB SHED. ATOM,H0201,GH0101,GH01,H02150,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021505,H,D/A PRM SCH. TIPOKROM,H0201,GH0101,GH01,H02150,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021601,H,CMB SHED. AKRODIE   1,H0201,GH0101,GH01,H02160,6.6959862,-2.5532272,6CRVMCWW+9PRG,#
H021602,H,CMB SHED. AKRODIE   2,H0201,GH0101,GH01,H02160,6.6959862,-2.5532272,6CRVMCWW+9PRG,#
H021603,H,COCOA SHED. KYIREBEN,H0201,GH0101,GH01,H02160,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021604,H,D/A JHS. AKRODIE,H0201,GH0101,GH01,H02160,6.6959862,-2.5532272,6CRVMCWW+9PRG,#
H021605,H,SWEET MOTHER PREP SCH. AKRODIE,H0201,GH0101,GH01,H02160,6.6959862,-2.5532272,6CRVMCWW+9PRG,#
H021606,H,D/A PRM SCH. BEDABOUR,H0201,GH0101,GH01,H02160,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021607,H,CMB SHED. KOJOMIEKROM,H0201,GH0101,GH01,H02160,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021701,H,METH PRM B SCH. AKRODIE,H0201,GH0101,GH01,H02170,6.6959862,-2.5532272,6CRVMCWW+9PRG,#
H021702,H,METH JHS. AKRODIE,H0201,GH0101,GH01,H02170,6.6959862,-2.5532272,6CRVMCWW+9PRG,#
H021703,H,DAUDAKROM PREP SCH,H0201,GH0101,GH01,H02170,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021704,H,D/A PRM SCH. MPAMASE,H0201,GH0101,GH01,H02170,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021705,H,CMB SHED. AHANTAMO,H0201,GH0101,GH01,H02170,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021801,H,CMB SHED. KANKYIAMOA,H0201,GH0101,GH01,H02180,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021802,H,GES CIRCUIT OFFICE. AKRODIE,H0201,GH0101,GH01,H02180,6.6959862,-2.5532272,6CRVMCWW+9PRG,#
H021803,H,CMB SHED. ESSIENIPON,H0201,GH0101,GH01,H02180,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021901,H,D/A PRM SCH. TWENEBOAKROM,H0201,GH0101,GH01,H02190,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H021902,H,D/A PRM SCH. MANHYIA,H0201,GH0101,GH01,H02190,6.8045334,-2.5125675,6CRVRF3P+RX79,#
H021903,H,CMB SHED. DANKWAKROM,H0201,GH0101,GH01,H02190,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022001,H,D/A PRM SCH. BRODEDWO,H0201,GH0101,GH01,H02200,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022002,H,D/A PRM. MENSAHKROM,H0201,GH0101,GH01,H02200,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022003,H,D/A PRM SCH. ANIAPE,H0201,GH0101,GH01,H02200,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022101,H,HIGH COURT YARD. GOASO,H0201,GH0101,GH01,H02210,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022102,H,R/C JHS. GOASO,H0201,GH0101,GH01,H02210,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022103,H,AHAFOMAN SHTS. GOASO,H0201,GH0101,GH01,H02210,6.7994063,-2.5274499,6CRVQFXF+Q278,#
H022104,H,MT. OLIVET METH CHURCH. GOASO,H0201,GH0101,GH01,H02210,6.8042548,-2.5177635,6CRVRF3J+PV54,#
H022105,H,PRESBY PRM ?A? SCH. GOASO   1,H0201,GH0101,GH01,H02210,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022106,H,PRESBY PRM ?A? SCH. GOASO   2,H0201,GH0101,GH01,H02210,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022107,H,PRESBY JHS. GOASO,H0201,GH0101,GH01,H02210,6.8079218,-2.5222387,6CRVRF5H+546V,#
H022108,H,HEALTH MGT BLK. GOASO,H0201,GH0101,GH01,H02210,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022109,H,PENTECOST CHURCH. NKRANKROM,H0201,GH0101,GH01,H02210,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022201,H,METH JHS ?A?. GOASO,H0201,GH0101,GH01,H02220,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022202,H,FORESTRY COMMISSION OFF. GOASO,H0201,GH0101,GH01,H02220,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022203,H,METH PRM SCH ?A?. GOASO,H0201,GH0101,GH01,H02220,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022204,H,MUNICIPAL ASSEMBLY HALL. GOASO,H0201,GH0101,GH01,H02220,6.808505,-2.5169883,6CRVRF5M+C623,#
H022301,H,ZONGO NEW MOSQUE. GOASO   1,H0201,GH0101,GH01,H02230,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022302,H,ZONGO NEW MOSQUE. GOASO   2,H0201,GH0101,GH01,H02230,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022303,H,ASSEMBLIES OF GOD JHS. GOASO,H0201,GH0101,GH01,H02230,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022304,H,PENTECOST CHURCH CENT. GOASO,H0201,GH0101,GH01,H02230,6.8047584,-2.5138286,6CRVRF3P+WF37,#
H022305,H,CHRIST APOSTOLIC CH. GOASO   1,H0201,GH0101,GH01,H02230,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022306,H,CHRIST APOSTOLIC CH. GOASO   2,H0201,GH0101,GH01,H02230,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022307,H,SDA JHS. GOASO,H0201,GH0101,GH01,H02230,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022308,H,D/A PRM SCH. DECHEM    1,H0201,GH0101,GH01,H02230,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022309,H,D/A PRM SCH. DECHEM    2,H0201,GH0101,GH01,H02230,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022310,H,SDA PRM SCH. GOASO,H0201,GH0101,GH01,H02231,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022311,H,BRIGHT STAR JHS. BOBKROM   1,H0201,GH0101,GH01,H02231,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022312,H,BRIGHT STAR JHS. BOBKROM   2,H0201,GH0101,GH01,H02231,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022313,H,BLESSED HOME PREP. GOASO,H0201,GH0101,GH01,H02231,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022314,H,ISLAMIC PRIM SCH. GOASO,H0201,GH0101,GH01,H02231,6.8018106,-2.514842,6CRVRF2P+P3FC,#
H022401,H,D/A PRM SCH. DOMINASE,H0201,GH0101,GH01,H02240,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022402,H,D/A JHS. DOMINASE,H0201,GH0101,GH01,H02240,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022403,H,D/A PRM SCH. SEKYEREKROM,H0201,GH0101,GH01,H02240,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022404,H,CMB SHED. KOBRO,H0201,GH0101,GH01,H02240,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022405,H,COCOA SHED. KYIRIKASA,H0201,GH0101,GH01,H02240,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022501,H,PENTECOST CHURCH. BEREKUM,H0201,GH0101,GH01,H02250,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022502,H,D/A PRM SCH. AWOROKROM,H0201,GH0101,GH01,H02250,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022503,H,D/A JHS. FIANKO,H0201,GH0101,GH01,H02250,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022601,H,M/A JHS KASAPIN 1,H0201,GH0101,GH01,H02260,6.9429236,-2.8041577,6CRVW5VW+588X,#
H022602,H,M/A JHS KASAPIN 2,H0201,GH0101,GH01,H02260,6.9429236,-2.8041577,6CRVW5VW+588X,#
H022603,H,SDA CHURCH. KASAPIN,H0201,GH0101,GH01,H02260,6.9429236,-2.8041577,6CRVW5VW+588X,#
H022604,H,PRESBY CHURCH. KASAPIN,H0201,GH0101,GH01,H02260,6.8066931,-2.5224798,6CRVRF4H+M2CP,#
H022605,H,CMB SHED. KWAME AMAADIEKROM,H0201,GH0101,GH01,H02260,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022606,H,CMB AKWABOAHENEKROM,H0201,GH0101,GH01,H02260,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022607,H,CMB SHED. KWAME SARAKROM,H0201,GH0101,GH01,H02260,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022608,H,CMB SHED. KWAKU KRAKROM,H0201,GH0101,GH01,H02260,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022701,H,CMB SHED. WAM,H0201,GH0101,GH01,H02270,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022702,H,D/A PRM SCH. KOFIMIREKROM,H0201,GH0101,GH01,H02270,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022703,H,D/A PRM SCH. PETERKROM,H0201,GH0101,GH01,H02270,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022704,H,D/A PRM SCH. SUNTRESO,H0201,GH0101,GH01,H02270,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022705,H,D/A PRM SCH. KWAOPRETEY,H0201,GH0101,GH01,H02270,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022801,H,D/A PRM. AMPENKRO EAST,H0201,GH0101,GH01,H02280,6.9436,-2.7633,6CRVW6VP+CMW3,#
H022802,H,D/A JHS. AMPENKRO WEST,H0201,GH0101,GH01,H02280,6.9436,-2.7633,6CRVW6VP+CMW3,#
H022803,H,AFRICAN FAITH SCH. JERUSALEM,H0201,GH0101,GH01,H02280,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022804,H,CMB SHED. ASANTEMAN,H0201,GH0101,GH01,H02280,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022805,H,D/A JHS. ABIDJAN,H0201,GH0101,GH01,H02280,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022806,H,D/A PRM SCH. DIASIBE,H0201,GH0101,GH01,H02280,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022901,H,M/A JHS.  ABEBERESEKROM,H0201,GH0101,GH01,H02290,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022902,H,D/A JHS. NYANKOMAGOKROM,H0201,GH0101,GH01,H02290,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022903,H,CMB SHED. SEKYERE,H0201,GH0101,GH01,H02290,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022904,H,R/C PRM SCH. ADANKYEKYE,H0201,GH0101,GH01,H02290,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022905,H,CMB SHED. KWAME PUAH,H0201,GH0101,GH01,H02290,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022906,H,D/A PRM SCH. KWADWO ADDAIKROM,H0201,GH0101,GH01,H02290,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H022907,H,COCOA SHED. PEPRAHKROM,H0201,GH0101,GH01,H02290,6.8275927,-2.6983868,6CRVR8H2+2JQP,#
H030101,H,METH JHS ACHIRENSUA,H0301,GH0104,GH01,H03010,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030102,H,METH JHS ACHIRENSUA,H0301,GH0104,GH01,H03010,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030103,H,METH PRI SCH ACHIRENSUA,H0301,GH0104,GH01,H03010,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030104,H,CMB SHED ACHIRENSUA,H0301,GH0104,GH01,H03010,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030201,H,POST OFFICE ACHIRENSUA,H0301,GH0104,GH01,H03020,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030202,H,DAY NURSERY  ACHIRENSUA,H0301,GH0104,GH01,H03020,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030203,H,PRESBY JHS ACHIRENSUA,H0301,GH0104,GH01,H03020,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030204,H,COMMUNITY CENTRE ACHIRENSUA,H0301,GH0104,GH01,H03020,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030205,H,SHS ACHERENSUA,H0301,GH0104,GH01,H03020,6.9730808,-2.2992103,6CRVXPF2+68M7,#
H030301,H,D/A JHS ACHIRENSUA,H0301,GH0104,GH01,H03030,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030302,H,D/A PRI SCH ACHIRENSUA,H0301,GH0104,GH01,H03030,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030303,H,ARABIC SCH ACHIRENSUA,H0301,GH0104,GH01,H03030,6.9771155,-2.2950547,6CRVXPG3+RXWJ,#
H030401,H,D/A PRIM. KONKONTRESO,H0301,GH0104,GH01,H03040,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030402,H,D/A JHS KONKONTRESO,H0301,GH0104,GH01,H03040,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030501,H,COMM. CENTRE HWIDIEM,H0301,GH0104,GH01,H03050,6.9338999,-2.3542193,6CRVWJMW+H82X,#
H030502,H,COMM. CENTRE HWIDIEM,H0301,GH0104,GH01,H03050,6.9338999,-2.3542193,6CRVWJMW+H82X,#
H030503,H,METH. JHS HWIDIEM,H0301,GH0104,GH01,H03050,6.9338999,-2.3542193,6CRVWJMW+H82X,#
H030601,H,METH CHURCH HWIDIEM,H0301,GH0104,GH01,H03060,6.9292166,-2.355182,6CRVWJHV+MWPJ,#
H030602,H,CMB SHED HWIDIEM,H0301,GH0104,GH01,H03060,6.9338999,-2.3542193,6CRVWJMW+H82X,#
H030603,H,R/C CHURCH HWIDIEM,H0301,GH0104,GH01,H03060,6.9338999,-2.3542193,6CRVWJMW+H82X,#
H030604,H,R/C CHURCH HWIDIEM,H0301,GH0104,GH01,H03060,6.9338999,-2.3542193,6CRVWJMW+H82X,#
H030605,H,TEMP. BOOTH BRONIKROM,H0301,GH0104,GH01,H03060,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030606,H,OPEN SPACE PENTECOST CHURCH HWIDIEM,H0301,GH0104,GH01,H03060,6.9338999,-2.3542193,6CRVWJMW+H82X,#
H030607,H,OPEN SPACE PENTECOST CHURCH HWIDIEM,H0301,GH0104,GH01,H03060,6.9338999,-2.3542193,6CRVWJMW+H82X,#
H030701,H,S.H.S HWIDIEM CAMPUS,H0301,GH0104,GH01,H03070,6.9363479,-2.353879,6CRVWJPW+GCQX,#
H030702,H,S.H.S HWIDIEM CAMPUS,H0301,GH0104,GH01,H03070,6.9363479,-2.353879,6CRVWJPW+GCQX,#
H030703,H,OSUODUMGYA S.H.S HWIDIEM,H0301,GH0104,GH01,H03070,6.9363479,-2.353879,6CRVWJPW+GCQX,#
H030704,H,OSUODUMGYA S.H.S HWIDIEM,H0301,GH0104,GH01,H03070,6.9363479,-2.353879,6CRVWJPW+GCQX,#
H030705,H,CMB SHED SUBIRISO,H0301,GH0104,GH01,H03070,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030706,H,CMB SHED DORMAA,H0301,GH0104,GH01,H03070,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030801,H,NEW MARKET WURAMUMUSO,H0301,GH0104,GH01,H03080,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030802,H,NEW MARKET WURAMUMUSO,H0301,GH0104,GH01,H03080,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030803,H,D/A  PRIM. SCH AMANFROM,H0301,GH0104,GH01,H03080,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030804,H,CMB SHED ATTA-NE-ATTA,H0301,GH0104,GH01,H03080,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030901,H,D/A PRIM. SCH. APENAMADI,H0301,GH0104,GH01,H03090,6.8503821,-2.4406387,6CRVVH25+5P58,#
H030902,H,D/A PRIM. SCH. OSEIKROM,H0301,GH0104,GH01,H03090,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031001,H,D/A JHS NKASSEIM,H0301,GH0104,GH01,H03100,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031002,H,D/A JHS NKASSEIM,H0301,GH0104,GH01,H03100,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031003,H,R/C PRIM. SCH. NKASSEIM,H0301,GH0104,GH01,H03100,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031004,H,CMB SHED ODUROKROM,H0301,GH0104,GH01,H03100,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031101,H,METHODIST CHURCH NKASSEIM,H0301,GH0104,GH01,H03110,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031102,H,CMB DEPOT NKASSEIM,H0301,GH0104,GH01,H03110,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031103,H,CMB DEPOT NKASSEIM,H0301,GH0104,GH01,H03110,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031104,H,CMB SHED ASUBIMA,H0301,GH0104,GH01,H03110,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031201,H,CMB SHED NKASSIEM,H0301,GH0104,GH01,H03120,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031202,H,SDA CHURCH NKASSEIM,H0301,GH0104,GH01,H03120,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031301,H,METHODIST PRIMARY NKASSEIM,H0301,GH0104,GH01,H03130,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031302,H,PRESBY JHS NKASSEIM,H0301,GH0104,GH01,H03130,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031303,H,PRESBY JHS NKASSEIM,H0301,GH0104,GH01,H03130,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031304,H,D/A PRIM. SCH. OHIATUA,H0301,GH0104,GH01,H03130,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031401,H,PENTECOST CHURCH APORTORYEWA,H0301,GH0104,GH01,H03140,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031402,H,OPEN SPACE COCOA STATION NKASSEIM,H0301,GH0104,GH01,H03140,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031403,H,OPEN SPACE COCOA STATION NKASSEIM,H0301,GH0104,GH01,H03140,6.8637381,-2.4480536,6CRVVH72+FQWF,#
H031501,H,MARKET SQUARE NKRANKROM,H0301,GH0104,GH01,H03150,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031502,H,MARKET SQUARE NKRANKROM,H0301,GH0104,GH01,H03150,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031503,H,D/A PRIM. SCHOOL NKRANKROM,H0301,GH0104,GH01,H03150,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031504,H,CMB SHED KWAMO,H0301,GH0104,GH01,H03150,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031505,H,TEMP. BOOTH MOSEASO,H0301,GH0104,GH01,H03150,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031601,H,POST OFFICE DADIESOABA,H0301,GH0104,GH01,H03160,6.7793,-2.42,6CRVQHHJ+P2C2,#
H031701,H,CMB SHED DADIESOABA,H0301,GH0104,GH01,H03170,6.7793,-2.42,6CRVQHHJ+P2C2,#
H031702,H,PRESBY PRIM. SCH. DADIESIABA,H0301,GH0104,GH01,H03170,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031801,H,R/C PRIMARY SCHOOL DADIESIABA,H0301,GH0104,GH01,H03180,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031802,H,METH. JHS DADIESOABA,H0301,GH0104,GH01,H03180,6.7793,-2.42,6CRVQHHJ+P2C2,#
H031803,H,METH. JHS DADIESOABA,H0301,GH0104,GH01,H03180,6.7793,-2.42,6CRVQHHJ+P2C2,#
H031804,H,NURSING TRAINING SCH. DADIESOABA,H0301,GH0104,GH01,H03180,6.7793,-2.42,6CRVQHHJ+P2C2,#
H031901,H,CMB SHED TWABIDI NO.1,H0301,GH0104,GH01,H03190,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031902,H,L/A PRIM. SCH. TWABIDI NO.2,H0301,GH0104,GH01,H03190,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031903,H,D/A PRIM SCH. OWUSUKROM,H0301,GH0104,GH01,H03190,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031904,H,CMB SHED ANUNUM,H0301,GH0104,GH01,H03190,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031905,H,CMB SHED AYARGO,H0301,GH0104,GH01,H03190,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031906,H,CMB SHED AKWASIPONG KROM,H0301,GH0104,GH01,H03190,6.8503821,-2.4406387,6CRVVH25+5P58,#
H031907,H,D/A PRIM. SCH. MANKESSIM,H0301,GH0104,GH01,H03190,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032001,H,R/C CHURCH MEHAME,H0301,GH0104,GH01,H03200,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032002,H,MEHAME MOSQUE MEHAME,H0301,GH0104,GH01,H03200,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032101,H,METH. PRIM. SCH. MEHAME,H0301,GH0104,GH01,H03210,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032102,H,METH. PRIM. SCH. MEHAME,H0301,GH0104,GH01,H03210,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032103,H,CMB SHED OSEIKROM,H0301,GH0104,GH01,H03210,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032104,H,D/A BASIC SCH. KWANTENG,H0301,GH0104,GH01,H03210,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032201,H,R/C PRIM. SCH. SIENCHEM,H0301,GH0104,GH01,H03220,6.7053699,-2.3969461,6CRVPJ43+46VP,#
H032202,H,R/C PRIM. SCH. SIENCHEM,H0301,GH0104,GH01,H03220,6.7053699,-2.3969461,6CRVPJ43+46VP,#
H032203,H,CMB SHED KWAKU NYUMA,H0301,GH0104,GH01,H03220,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032204,H,D/A PRIMARY SCH. MANHYIA,H0301,GH0104,GH01,H03220,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032301,H,D/A PRIM. SCH (LOWER) SUNKWA,H0301,GH0104,GH01,H03230,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032302,H,D/A PRIM. SCH (UPPER) SUNKWA,H0301,GH0104,GH01,H03230,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032303,H,CMB SHED TENSO,H0301,GH0104,GH01,H03230,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032304,H,CMB SHED KWAKU DINKYENE,H0301,GH0104,GH01,H03230,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032305,H,D/A PRIM. SCH. ADWUMAYE,H0301,GH0104,GH01,H03230,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032306,H,CMB SHED WIAFEKROM,H0301,GH0104,GH01,H03230,6.8503821,-2.4406387,6CRVVH25+5P58,#
H032307,H,D/A PRIM. SCH. NSUMAMA,H0301,GH0104,GH01,H03230,6.8503821,-2.4406387,6CRVVH25+5P58,#
H040101,H,D.A JHS GAMBIA NO.1,H0401,GH0103,GH01,H04010,7.0366452,-2.6390998,6CVV29P6+M92X,#
H040102,H,TEMP BOOTH. ALHAJIKROM,H0401,GH0103,GH01,H04010,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040201,H,D.A PRIM SCH. AGRAVE,H0401,GH0103,GH01,H04020,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040202,H,D.A PRIM SCH. KRAKYEKROM,H0401,GH0103,GH01,H04020,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040203,H,TEMP BOOTH. KWADWO NKRUMAH,H0401,GH0103,GH01,H04020,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040204,H,TEMP BOOTH. KWABENA FOHKROM,H0401,GH0103,GH01,H04020,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040205,H,TEMP BOOTH. POBIKROM,H0401,GH0103,GH01,H04020,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040206,H,D.A PRIM. BIASO KASSAPIN,H0401,GH0103,GH01,H04020,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040207,H,TEMP BOOTH.NSUTA,H0401,GH0103,GH01,H04020,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040208,H,TEMP BOOTH. KWAME MENSAH,H0401,GH0103,GH01,H04020,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040301,H,ANGLICAN PRIM SCH LOWER GAMBIA NO.2,H0401,GH0103,GH01,H04030,7.0583601,-2.6525954,6CVV385W+8XRH,#
H040302,H,ANGLICAN PRIM SCH LOWER GAMBIA NO.2,H0401,GH0103,GH01,H04030,7.0583601,-2.6525954,6CVV385W+8XRH,#
H040401,H,ANGLICAN JHS GAMBIA NO.2,H0401,GH0103,GH01,H04040,7.0583601,-2.6525954,6CVV385W+8XRH,#
H040402,H,D.A PRIM SCH GAMBIA NO.2,H0401,GH0103,GH01,H04040,7.0583601,-2.6525954,6CVV385W+8XRH,#
H040403,H,D.A PRIM SCH GAMBIA NO.2,H0401,GH0103,GH01,H04040,7.0583601,-2.6525954,6CVV385W+8XRH,#
H040501,H,D.A PRIM SCH. KWADWO ADDEIKROM,H0401,GH0103,GH01,H04050,7.0432018,-2.4999918,6CVV2GV2+72J3,#
H040502,H,TEMP BOOTH. KWADWO ADDEIKROM,H0401,GH0103,GH01,H04050,7.0432018,-2.4999918,6CVV2GV2+72J3,#
